OrderID,Date,Month,Region,Country,SalesRep,Product,Category,Units,UnitPrice,Revenue,Cost,Profit
SO-2025-00731,2025-03-20,2025-03,LATAM,Argentina,Mateo Silva,Mechanical Keyboard,Accessories,9,109.2,982.8,558.0,424.8
SO-2025-00751,2025-03-20,2025-03,APAC,Singapore,Chloe Wong,Mechanical Keyboard,Accessories,6,109.2,655.2,372.0,283.2
SO-2025-02603,2025-03-20,2025-03,North America,Canada,Liam Chen,Mechanical Keyboard,Accessories,1,105.3,105.3,62.0,43.3
SO-2025-03913,2025-03-21,2025-03,APAC,India,Priya Nair,Wireless Mouse,Accessories,2,63.7,127.4,48.0,79.4
SO-2025-02816,2025-03-21,2025-03,Europe,Germany,Emma Laurent,Laptop Air 13,Hardware,3,892.5,2677.5,2100.0,577.5
SO-2025-02098,2025-03-21,2025-03,APAC,India,Priya Nair,Security Suite,Software,13,609.0,7917.0,1430.0,6487.0
SO-2025-03182,2025-03-21,2025-03,Europe,Germany,Noah Muller,Analytics Add-on,Software,11,382.5,4207.5,770.0,3437.5
SO-2025-05915,2025-03-21,2025-03,North America,Mexico,Liam Chen,CRM Suite (annual),Software,13,900.0,11700.0,1820.0,9880.0
SO-2025-03426,2025-03-21,2025-03,Europe,France,Oliver Smith,Noise-Cancel Headset,Accessories,8,225.6,1804.8,944.0,860.8
SO-2025-03475,2025-03-21,2025-03,Europe,United Kingdom,Emma Laurent,Analytics Add-on,Software,25,400.5,10012.5,1750.0,8262.5
SO-2025-04417,2025-03-21,2025-03,North America,Canada,Ava Thompson,Laptop Pro 15,Hardware,4,1174.5,4698.0,3920.0,778.0
SO-2025-02946,2025-03-21,2025-03,North America,United States,Sofia Ramirez,Wireless Mouse,Accessories,10,55.25,552.5,240.0,312.5
SO-2025-02258,2025-03-21,2025-03,Europe,United Kingdom,Noah Muller,Security Suite,Software,20,630.0,12600.0,2200.0,10400.0
SO-2025-00732,2025-03-21,2025-03,North America,Canada,Liam Chen,Analytics Add-on,Software,10,423.0,4230.0,700.0,3530.0
SO-2025-05366,2025-03-21,2025-03,North America,United States,Sofia Ramirez,CRM Suite (annual),Software,24,783.0,18792.0,3360.0,15432.0
SO-2025-02291,2025-03-21,2025-03,North America,United States,Sofia Ramirez,Analytics Add-on,Software,18,432.0,7776.0,1260.0,6516.0
SO-2025-03975,2025-03-21,2025-03,Europe,France,Noah Muller,Laptop Pro 15,Hardware,4,1450.0,5800.0,3920.0,1880.0
SO-2025-03410,2025-03-21,2025-03,Europe,Germany,Noah Muller,Mechanical Keyboard,Accessories,9,111.8,1006.2,558.0,448.2
SO-2025-05585,2025-03-21,2025-03,North America,Mexico,Liam Chen,Analytics Add-on,Software,8,400.5,3204.0,560.0,2644.0
SO-2025-02564,2025-03-21,2025-03,LATAM,Chile,Mateo Silva,CRM Suite (annual),Software,14,756.0,10584.0,1960.0,8624.0
SO-2025-04684,2025-03-21,2025-03,LATAM,Chile,Diego Fernandez,CRM Suite (annual),Software,16,783.0,12528.0,2240.0,10288.0
SO-2025-00987,2025-03-21,2025-03,North America,United States,Liam Chen,Analytics Add-on,Software,18,432.0,7776.0,1260.0,6516.0
SO-2025-04759,2025-03-22,2025-03,North America,United States,Sofia Ramirez,Analytics Add-on,Software,15,391.5,5872.5,1050.0,4822.5
SO-2025-02718,2025-03-22,2025-03,APAC,India,Priya Nair,Mechanical Keyboard,Accessories,9,115.7,1041.3,558.0,483.3
SO-2025-03184,2025-03-22,2025-03,Europe,Spain,Oliver Smith,Laptop Pro 15,Hardware,4,1276.0,5104.0,3920.0,1184.0
SO-2025-00922,2025-03-22,2025-03,APAC,Singapore,Priya Nair,Mechanical Keyboard,Accessories,2,113.1,226.2,124.0,102.2
SO-2025-04904,2025-03-22,2025-03,North America,Canada,Sofia Ramirez,Laptop Pro 15,Hardware,3,1377.5,4132.5,2940.0,1192.5
SO-2025-04883,2025-03-22,2025-03,North America,Mexico,Ava Thompson,Security Suite,Software,5,595.0,2975.0,550.0,2425.0
SO-2025-01341,2025-03-22,2025-03,Europe,United Kingdom,Emma Laurent,Analytics Add-on,Software,1,423.0,423.0,70.0,353.0
SO-2025-01725,2025-03-22,2025-03,North America,United States,Sofia Ramirez,Wireless Mouse,Accessories,10,63.7,637.0,240.0,397.0
SO-2025-02704,2025-03-22,2025-03,North America,Mexico,Sofia Ramirez,Laptop Air 13,Hardware,4,966.0,3864.0,2800.0,1064.0
SO-2025-02528,2025-03-22,2025-03,LATAM,Brazil,Camila Rojas,CRM Suite (annual),Software,20,855.0,17100.0,2800.0,14300.0
SO-2025-02269,2025-03-23,2025-03,North America,Canada,Sofia Ramirez,Security Suite,Software,9,623.0,5607.0,990.0,4617.0
SO-2025-04025,2025-03-23,2025-03,APAC,Singapore,Haruto Sato,Wireless Mouse,Accessories,2,59.8,119.6,48.0,71.6
SO-2025-02930,2025-03-23,2025-03,North America,Mexico,Ava Thompson,Wireless Mouse,Accessories,2,55.25,110.5,48.0,62.5
SO-2025-00443,2025-03-23,2025-03,Europe,France,Oliver Smith,Mechanical Keyboard,Accessories,4,127.4,509.6,248.0,261.6
SO-2025-03025,2025-03-23,2025-03,North America,United States,Ava Thompson,Wireless Mouse,Accessories,8,55.25,442.0,192.0,250.0
SO-2025-04612,2025-03-23,2025-03,Europe,Spain,Oliver Smith,UltraWide Monitor 34,Hardware,4,582.8,2331.2,1640.0,691.2
SO-2025-02755,2025-03-23,2025-03,North America,Mexico,Liam Chen,Noise-Cancel Headset,Accessories,5,196.8,984.0,590.0,394.0
SO-2025-04607,2025-03-23,2025-03,APAC,Australia,Chloe Wong,Security Suite,Software,8,581.0,4648.0,880.0,3768.0
SO-2025-04843,2025-03-23,2025-03,North America,Mexico,Sofia Ramirez,Security Suite,Software,6,686.0,4116.0,660.0,3456.0
SO-2025-05115,2025-03-23,2025-03,Europe,France,Oliver Smith,CRM Suite (annual),Software,13,756.0,9828.0,1820.0,8008.0
SO-2025-00203,2025-03-23,2025-03,Europe,United Kingdom,Noah Muller,Laptop Pro 15,Hardware,2,1203.5,2407.0,1960.0,447.0
SO-2025-05203,2025-03-24,2025-03,LATAM,Brazil,Mateo Silva,Analytics Add-on,Software,10,427.5,4275.0,700.0,3575.0
SO-2025-01566,2025-03-24,2025-03,North America,United States,Liam Chen,USB-C Dock,Accessories,3,151.2,453.6,264.0,189.6
SO-2025-01370,2025-03-24,2025-03,Europe,Spain,Emma Laurent,USB-C Dock,Accessories,5,151.2,756.0,440.0,316.0
SO-2025-03168,2025-03-24,2025-03,North America,Mexico,Liam Chen,Wireless Mouse,Accessories,8,55.25,442.0,192.0,250.0
SO-2025-01925,2025-03-24,2025-03,Europe,Spain,Noah Muller,USB-C Dock,Accessories,6,163.8,982.8,528.0,454.8
SO-2025-00607,2025-03-24,2025-03,North America,Canada,Ava Thompson,UltraWide Monitor 34,Hardware,2,514.6,1029.2,820.0,209.2
SO-2025-02211,2025-03-24,2025-03,North America,Mexico,Liam Chen,UltraWide Monitor 34,Hardware,4,564.2,2256.8,1640.0,616.8
SO-2025-01061,2025-03-24,2025-03,Europe,Germany,Noah Muller,USB-C Dock,Accessories,2,174.6,349.2,176.0,173.2
SO-2025-04710,2025-03-24,2025-03,North America,Mexico,Liam Chen,UltraWide Monitor 34,Hardware,4,508.4,2033.6,1640.0,393.6
SO-2025-04148,2025-03-24,2025-03,North America,Canada,Liam Chen,UltraWide Monitor 34,Hardware,3,613.8,1841.4,1230.0,611.4
SO-2025-05247,2025-03-24,2025-03,Europe,France,Oliver Smith,Analytics Add-on,Software,5,409.5,2047.5,350.0,1697.5
SO-2025-01835,2025-03-24,2025-03,APAC,Australia,Chloe Wong,Wireless Mouse,Accessories,4,63.05,252.2,96.0,156.2
SO-2025-02138,2025-03-24,2025-03,APAC,Japan,Haruto Sato,CRM Suite (annual),Software,16,729.0,11664.0,2240.0,9424.0
SO-2025-01963,2025-03-24,2025-03,LATAM,Argentina,Camila Rojas,Noise-Cancel Headset,Accessories,4,204.0,816.0,472.0,344.0
SO-2025-05313,2025-03-24,2025-03,Europe,France,Emma Laurent,Noise-Cancel Headset,Accessories,8,199.2,1593.6,944.0,649.6
SO-2025-05578,2025-03-24,2025-03,North America,United States,Ava Thompson,Security Suite,Software,18,630.0,11340.0,1980.0,9360.0
SO-2025-01261,2025-03-24,2025-03,North America,United States,Ava Thompson,Wireless Mouse,Accessories,5,53.3,266.5,120.0,146.5
SO-2025-02817,2025-03-24,2025-03,LATAM,Chile,Diego Fernandez,Laptop Pro 15,Hardware,3,1363.0,4089.0,2940.0,1149.0
SO-2025-01202,2025-03-24,2025-03,Europe,United Kingdom,Noah Muller,UltraWide Monitor 34,Hardware,4,582.8,2331.2,1640.0,691.2
SO-2025-01951,2025-03-24,2025-03,LATAM,Chile,Diego Fernandez,Laptop Pro 15,Hardware,4,1348.5,5394.0,3920.0,1474.0
SO-2025-05850,2025-03-24,2025-03,Europe,Germany,Oliver Smith,Analytics Add-on,Software,16,423.0,6768.0,1120.0,5648.0
SO-2025-00013,2025-03-24,2025-03,Europe,France,Oliver Smith,USB-C Dock,Accessories,10,165.6,1656.0,880.0,776.0
SO-2025-00299,2025-03-25,2025-03,Europe,Germany,Emma Laurent,UltraWide Monitor 34,Hardware,3,582.8,1748.4,1230.0,518.4
SO-2025-00211,2025-03-25,2025-03,APAC,Singapore,Chloe Wong,Laptop Air 13,Hardware,2,1039.5,2079.0,1400.0,679.0
SO-2025-01510,2025-03-25,2025-03,Europe,United Kingdom,Noah Muller,Security Suite,Software,19,616.0,11704.0,2090.0,9614.0
SO-2025-03976,2025-03-25,2025-03,APAC,India,Haruto Sato,Security Suite,Software,23,609.0,14007.0,2530.0,11477.0
SO-2025-05297,2025-03-25,2025-03,North America,Canada,Liam Chen,Noise-Cancel Headset,Accessories,9,201.6,1814.4,1062.0,752.4
SO-2025-04250,2025-03-25,2025-03,North America,Canada,Sofia Ramirez,USB-C Dock,Accessories,4,160.2,640.8,352.0,288.8
SO-2025-00531,2025-03-25,2025-03,APAC,India,Chloe Wong,UltraWide Monitor 34,Hardware,1,533.2,533.2,410.0,123.2
SO-2025-01705,2025-03-25,2025-03,North America,Canada,Ava Thompson,Laptop Air 13,Hardware,1,882.0,882.0,700.0,182.0
SO-2025-05660,2025-03-25,2025-03,Europe,Germany,Noah Muller,Analytics Add-on,Software,14,400.5,5607.0,980.0,4627.0
SO-2025-00650,2025-03-25,2025-03,North America,United States,Liam Chen,Laptop Air 13,Hardware,3,850.5,2551.5,2100.0,451.5
SO-2025-01871,2025-03-25,2025-03,Europe,United Kingdom,Noah Muller,Analytics Add-on,Software,13,360.0,4680.0,910.0,3770.0
SO-2025-00717,2025-03-25,2025-03,APAC,Singapore,Priya Nair,Mechanical Keyboard,Accessories,8,122.2,977.6,496.0,481.6
SO-2025-00756,2025-03-25,2025-03,North America,Mexico,Ava Thompson,Wireless Mouse,Accessories,7,54.6,382.2,168.0,214.2
SO-2025-04897,2025-03-25,2025-03,Europe,Spain,Oliver Smith,Laptop Air 13,Hardware,2,1018.5,2037.0,1400.0,637.0
SO-2025-02950,2025-03-25,2025-03,North America,Canada,Liam Chen,Analytics Add-on,Software,8,396.0,3168.0,560.0,2608.0
SO-2025-03251,2025-03-25,2025-03,APAC,Japan,Priya Nair,Mechanical Keyboard,Accessories,7,106.6,746.2,434.0,312.2
SO-2025-01694,2025-03-25,2025-03,North America,Mexico,Sofia Ramirez,CRM Suite (annual),Software,12,738.0,8856.0,1680.0,7176.0
SO-2025-00396,2025-03-25,2025-03,North America,Mexico,Sofia Ramirez,CRM Suite (annual),Software,8,765.0,6120.0,1120.0,5000.0
SO-2025-02932,2025-03-25,2025-03,North America,Mexico,Sofia Ramirez,Mechanical Keyboard,Accessories,5,123.5,617.5,310.0,307.5
SO-2025-03478,2025-03-25,2025-03,APAC,Japan,Chloe Wong,Wireless Mouse,Accessories,4,57.2,228.8,96.0,132.8
SO-2025-00019,2025-03-25,2025-03,North America,Mexico,Ava Thompson,USB-C Dock,Accessories,8,180.0,1440.0,704.0,736.0
SO-2025-04373,2025-03-25,2025-03,North America,Mexico,Liam Chen,Laptop Air 13,Hardware,2,1039.5,2079.0,1400.0,679.0
SO-2025-03557,2025-03-25,2025-03,Europe,Germany,Oliver Smith,CRM Suite (annual),Software,25,783.0,19575.0,3500.0,16075.0
SO-2025-03092,2025-03-26,2025-03,Europe,Germany,Oliver Smith,Wireless Mouse,Accessories,3,55.25,165.75,72.0,93.75
SO-2025-00486,2025-03-26,2025-03,APAC,Japan,Haruto Sato,Noise-Cancel Headset,Accessories,7,220.8,1545.6,826.0,719.6
SO-2025-04453,2025-03-26,2025-03,Europe,United Kingdom,Noah Muller,Analytics Add-on,Software,10,441.0,4410.0,700.0,3710.0
SO-2025-04564,2025-03-26,2025-03,APAC,Australia,Chloe Wong,Analytics Add-on,Software,21,364.5,7654.5,1470.0,6184.5
SO-2025-01199,2025-03-26,2025-03,APAC,Japan,Priya Nair,CRM Suite (annual),Software,19,882.0,16758.0,2660.0,14098.0
SO-2025-03362,2025-03-26,2025-03,APAC,Japan,Chloe Wong,Mechanical Keyboard,Accessories,3,123.5,370.5,186.0,184.5
SO-2025-02504,2025-03-26,2025-03,North America,Canada,Ava Thompson,Laptop Pro 15,Hardware,1,1290.5,1290.5,980.0,310.5
SO-2025-05567,2025-03-26,2025-03,North America,Canada,Sofia Ramirez,Laptop Air 13,Hardware,3,1008.0,3024.0,2100.0,924.0
SO-2025-01974,2025-03-26,2025-03,Europe,France,Noah Muller,Analytics Add-on,Software,16,418.5,6696.0,1120.0,5576.0
SO-2025-04688,2025-03-26,2025-03,Europe,Germany,Emma Laurent,UltraWide Monitor 34,Hardware,4,576.6,2306.4,1640.0,666.4
SO-2025-04924,2025-03-26,2025-03,Europe,Germany,Oliver Smith,Wireless Mouse,Accessories,3,59.8,179.4,72.0,107.4
SO-2025-05034,2025-03-26,2025-03,Europe,Spain,Emma Laurent,Noise-Cancel Headset,Accessories,10,194.4,1944.0,1180.0,764.0
SO-2025-02338,2025-03-26,2025-03,LATAM,Argentina,Camila Rojas,Analytics Add-on,Software,13,409.5,5323.5,910.0,4413.5
SO-2025-01308,2025-03-26,2025-03,North America,Canada,Ava Thompson,UltraWide Monitor 34,Hardware,1,607.6,607.6,410.0,197.6
SO-2025-01050,2025-03-27,2025-03,Europe,United Kingdom,Noah Muller,CRM Suite (annual),Software,19,891.0,16929.0,2660.0,14269.0
SO-2025-02811,2025-03-27,2025-03,Europe,United Kingdom,Oliver Smith,Wireless Mouse,Accessories,2,56.55,113.1,48.0,65.1
SO-2025-01060,2025-03-27,2025-03,Europe,United Kingdom,Emma Laurent,USB-C Dock,Accessories,8,174.6,1396.8,704.0,692.8
SO-2025-01893,2025-03-27,2025-03,APAC,Japan,Chloe Wong,Wireless Mouse,Accessories,6,59.8,358.8,144.0,214.8
SO-2025-02122,2025-03-27,2025-03,North America,Mexico,Ava Thompson,CRM Suite (annual),Software,7,747.0,5229.0,980.0,4249.0
SO-2025-04161,2025-03-27,2025-03,APAC,Singapore,Priya Nair,Analytics Add-on,Software,14,396.0,5544.0,980.0,4564.0
SO-2025-01112,2025-03-27,2025-03,APAC,Singapore,Haruto Sato,Laptop Air 13,Hardware,1,861.0,861.0,700.0,161.0
SO-2025-03628,2025-03-27,2025-03,APAC,India,Haruto Sato,Security Suite,Software,18,609.0,10962.0,1980.0,8982.0
SO-2025-04968,2025-03-27,2025-03,North America,United States,Liam Chen,Security Suite,Software,13,623.0,8099.0,1430.0,6669.0
SO-2025-05222,2025-03-27,2025-03,Europe,United Kingdom,Noah Muller,Mechanical Keyboard,Accessories,8,119.6,956.8,496.0,460.8
SO-2025-02676,2025-03-27,2025-03,Europe,Germany,Noah Muller,Laptop Air 13,Hardware,2,882.0,1764.0,1400.0,364.0
SO-2025-02914,2025-03-27,2025-03,Europe,United Kingdom,Emma Laurent,Wireless Mouse,Accessories,5,55.25,276.25,120.0,156.25
SO-2025-02375,2025-03-27,2025-03,APAC,Singapore,Haruto Sato,UltraWide Monitor 34,Hardware,4,533.2,2132.8,1640.0,492.8
SO-2025-00497,2025-03-27,2025-03,APAC,Japan,Priya Nair,Laptop Air 13,Hardware,1,945.0,945.0,700.0,245.0
SO-2025-05716,2025-03-27,2025-03,North America,United States,Liam Chen,USB-C Dock,Accessories,2,171.0,342.0,176.0,166.0
SO-2025-04669,2025-03-27,2025-03,Europe,United Kingdom,Oliver Smith,CRM Suite (annual),Software,21,846.0,17766.0,2940.0,14826.0
SO-2025-03390,2025-03-27,2025-03,Europe,France,Oliver Smith,USB-C Dock,Accessories,7,172.8,1209.6,616.0,593.6
SO-2025-02250,2025-03-27,2025-03,APAC,India,Haruto Sato,Noise-Cancel Headset,Accessories,3,206.4,619.2,354.0,265.2
SO-2025-00579,2025-03-27,2025-03,Europe,Germany,Oliver Smith,Analytics Add-on,Software,6,396.0,2376.0,420.0,1956.0
SO-2025-02639,2025-03-27,2025-03,Europe,France,Emma Laurent,Wireless Mouse,Accessories,3,59.15,177.45,72.0,105.45
SO-2025-01489,2025-03-28,2025-03,Europe,United Kingdom,Noah Muller,Laptop Air 13,Hardware,1,1008.0,1008.0,700.0,308.0
SO-2025-02569,2025-03-28,2025-03,APAC,Australia,Haruto Sato,Mechanical Keyboard,Accessories,6,118.3,709.8,372.0,337.8
SO-2025-01107,2025-03-28,2025-03,North America,Mexico,Ava Thompson,Wireless Mouse,Accessories,6,60.45,362.7,144.0,218.7
SO-2025-02555,2025-03-28,2025-03,LATAM,Brazil,Camila Rojas,Analytics Add-on,Software,9,436.5,3928.5,630.0,3298.5
SO-2025-05543,2025-03-28,2025-03,APAC,India,Priya Nair,UltraWide Monitor 34,Hardware,2,527.0,1054.0,820.0,234.0
SO-2025-04599,2025-03-28,2025-03,North America,Mexico,Ava Thompson,Laptop Pro 15,Hardware,3,1392.0,4176.0,2940.0,1236.0
SO-2025-02992,2025-03-28,2025-03,APAC,Singapore,Haruto Sato,Laptop Pro 15,Hardware,3,1363.0,4089.0,2940.0,1149.0
SO-2025-01569,2025-03-28,2025-03,North America,United States,Ava Thompson,Laptop Air 13,Hardware,4,955.5,3822.0,2800.0,1022.0
SO-2025-04108,2025-03-28,2025-03,North America,Canada,Sofia Ramirez,Laptop Pro 15,Hardware,4,1276.0,5104.0,3920.0,1184.0
SO-2025-00466,2025-03-28,2025-03,Europe,France,Emma Laurent,Laptop Air 13,Hardware,3,892.5,2677.5,2100.0,577.5
SO-2025-02956,2025-03-28,2025-03,North America,United States,Sofia Ramirez,Wireless Mouse,Accessories,1,54.6,54.6,24.0,30.6
SO-2025-01366,2025-03-28,2025-03,North America,United States,Ava Thompson,Mechanical Keyboard,Accessories,4,127.4,509.6,248.0,261.6
SO-2025-01763,2025-03-28,2025-03,APAC,India,Priya Nair,Analytics Add-on,Software,12,382.5,4590.0,840.0,3750.0
SO-2025-04371,2025-03-28,2025-03,North America,United States,Sofia Ramirez,Security Suite,Software,12,700.0,8400.0,1320.0,7080.0
SO-2025-00926,2025-03-28,2025-03,North America,Mexico,Liam Chen,Analytics Add-on,Software,2,373.5,747.0,140.0,607.0
SO-2025-00949,2025-03-28,2025-03,APAC,India,Priya Nair,CRM Suite (annual),Software,13,873.0,11349.0,1820.0,9529.0
SO-2025-01151,2025-03-28,2025-03,APAC,Japan,Priya Nair,Wireless Mouse,Accessories,3,59.15,177.45,72.0,105.45
SO-2025-03884,2025-03-28,2025-03,North America,Canada,Ava Thompson,Mechanical Keyboard,Accessories,7,110.5,773.5,434.0,339.5
SO-2025-00787,2025-03-28,2025-03,Europe,France,Emma Laurent,Wireless Mouse,Accessories,6,52.65,315.9,144.0,171.9
SO-2025-01633,2025-03-28,2025-03,APAC,Australia,Chloe Wong,CRM Suite (annual),Software,22,828.0,18216.0,3080.0,15136.0
SO-2025-05284,2025-03-28,2025-03,Europe,France,Emma Laurent,Laptop Pro 15,Hardware,1,1160.0,1160.0,980.0,180.0
SO-2025-04393,2025-03-28,2025-03,North America,Mexico,Sofia Ramirez,Mechanical Keyboard,Accessories,7,110.5,773.5,434.0,339.5
SO-2025-00123,2025-03-28,2025-03,Europe,Germany,Noah Muller,Wireless Mouse,Accessories,5,60.45,302.25,120.0,182.25
SO-2025-02831,2025-03-28,2025-03,North America,United States,Ava Thompson,Laptop Air 13,Hardware,4,903.0,3612.0,2800.0,812.0
SO-2025-04912,2025-03-29,2025-03,North America,United States,Sofia Ramirez,UltraWide Monitor 34,Hardware,3,558.0,1674.0,1230.0,444.0
SO-2025-00436,2025-03-29,2025-03,LATAM,Chile,Diego Fernandez,Noise-Cancel Headset,Accessories,6,218.4,1310.4,708.0,602.4
SO-2025-01604,2025-03-29,2025-03,North America,Canada,Ava Thompson,Laptop Air 13,Hardware,2,955.5,1911.0,1400.0,511.0
SO-2025-00582,2025-03-29,2025-03,Europe,United Kingdom,Oliver Smith,Wireless Mouse,Accessories,2,63.7,127.4,48.0,79.4
SO-2025-01086,2025-03-29,2025-03,North America,United States,Liam Chen,Analytics Add-on,Software,8,432.0,3456.0,560.0,2896.0
SO-2025-01433,2025-03-29,2025-03,North America,United States,Ava Thompson,UltraWide Monitor 34,Hardware,4,620.0,2480.0,1640.0,840.0
SO-2025-05460,2025-03-29,2025-03,APAC,India,Chloe Wong,Security Suite,Software,9,686.0,6174.0,990.0,5184.0
SO-2025-02431,2025-03-29,2025-03,Europe,Germany,Oliver Smith,Analytics Add-on,Software,2,387.0,774.0,140.0,634.0
SO-2025-04018,2025-03-29,2025-03,Europe,Spain,Oliver Smith,UltraWide Monitor 34,Hardware,3,514.6,1543.8,1230.0,313.8
SO-2025-02846,2025-03-29,2025-03,Europe,United Kingdom,Noah Muller,CRM Suite (annual),Software,18,738.0,13284.0,2520.0,10764.0
SO-2025-01395,2025-03-29,2025-03,North America,United States,Ava Thompson,Laptop Pro 15,Hardware,4,1392.0,5568.0,3920.0,1648.0
SO-2025-02632,2025-03-29,2025-03,North America,Canada,Ava Thompson,Security Suite,Software,24,679.0,16296.0,2640.0,13656.0
SO-2025-04262,2025-03-29,2025-03,APAC,India,Chloe Wong,CRM Suite (annual),Software,9,720.0,6480.0,1260.0,5220.0
SO-2025-04172,2025-03-29,2025-03,LATAM,Chile,Camila Rojas,Laptop Pro 15,Hardware,4,1261.5,5046.0,3920.0,1126.0
SO-2025-00718,2025-03-29,2025-03,North America,United States,Ava Thompson,Noise-Cancel Headset,Accessories,5,240.0,1200.0,590.0,610.0
SO-2025-04319,2025-03-29,2025-03,APAC,Japan,Chloe Wong,Noise-Cancel Headset,Accessories,9,230.4,2073.6,1062.0,1011.6
SO-2025-03728,2025-03-29,2025-03,North America,United States,Sofia Ramirez,USB-C Dock,Accessories,1,153.0,153.0,88.0,65.0
SO-2025-04355,2025-03-30,2025-03,North America,United States,Liam Chen,UltraWide Monitor 34,Hardware,4,545.6,2182.4,1640.0,542.4
SO-2025-04111,2025-03-30,2025-03,North America,Mexico,Sofia Ramirez,Laptop Air 13,Hardware,1,871.5,871.5,700.0,171.5
SO-2025-00160,2025-03-30,2025-03,Europe,United Kingdom,Noah Muller,Laptop Air 13,Hardware,1,892.5,892.5,700.0,192.5
SO-2025-02507,2025-03-30,2025-03,North America,Mexico,Liam Chen,Security Suite,Software,15,651.0,9765.0,1650.0,8115.0
SO-2025-01155,2025-03-30,2025-03,North America,United States,Sofia Ramirez,CRM Suite (annual),Software,12,810.0,9720.0,1680.0,8040.0
SO-2025-05922,2025-03-30,2025-03,Europe,United Kingdom,Noah Muller,CRM Suite (annual),Software,21,756.0,15876.0,2940.0,12936.0
SO-2025-04691,2025-03-30,2025-03,Europe,Germany,Emma Laurent,Noise-Cancel Headset,Accessories,3,201.6,604.8,354.0,250.8
SO-2025-05488,2025-03-30,2025-03,LATAM,Brazil,Mateo Silva,Mechanical Keyboard,Accessories,8,115.7,925.6,496.0,429.6
SO-2025-04285,2025-03-30,2025-03,North America,Canada,Liam Chen,UltraWide Monitor 34,Hardware,4,502.2,2008.8,1640.0,368.8
SO-2025-00115,2025-03-30,2025-03,APAC,India,Priya Nair,Analytics Add-on,Software,16,427.5,6840.0,1120.0,5720.0
SO-2025-02001,2025-03-30,2025-03,North America,United States,Liam Chen,Analytics Add-on,Software,25,427.5,10687.5,1750.0,8937.5
SO-2025-00265,2025-03-31,2025-03,North America,Canada,Sofia Ramirez,Laptop Pro 15,Hardware,1,1261.5,1261.5,980.0,281.5
SO-2025-04800,2025-03-31,2025-03,North America,United States,Sofia Ramirez,Mechanical Keyboard,Accessories,6,128.7,772.2,372.0,400.2
SO-2025-04326,2025-03-31,2025-03,Europe,France,Oliver Smith,UltraWide Monitor 34,Hardware,2,551.8,1103.6,820.0,283.6
SO-2025-03627,2025-03-31,2025-03,Europe,Germany,Oliver Smith,Mechanical Keyboard,Accessories,1,118.3,118.3,62.0,56.3
SO-2025-04872,2025-03-31,2025-03,Europe,Germany,Noah Muller,Security Suite,Software,4,588.0,2352.0,440.0,1912.0
SO-2025-00546,2025-03-31,2025-03,APAC,Japan,Chloe Wong,Laptop Pro 15,Hardware,2,1203.5,2407.0,1960.0,447.0
SO-2025-01983,2025-03-31,2025-03,APAC,Australia,Chloe Wong,Noise-Cancel Headset,Accessories,3,235.2,705.6,354.0,351.6
SO-2025-01516,2025-03-31,2025-03,LATAM,Chile,Mateo Silva,Security Suite,Software,22,658.0,14476.0,2420.0,12056.0
SO-2025-05336,2025-03-31,2025-03,Europe,United Kingdom,Noah Muller,Noise-Cancel Headset,Accessories,8,230.4,1843.2,944.0,899.2
SO-2025-05099,2025-03-31,2025-03,APAC,India,Priya Nair,Laptop Pro 15,Hardware,2,1160.0,2320.0,1960.0,360.0
SO-2025-05576,2025-03-31,2025-03,APAC,Japan,Haruto Sato,Analytics Add-on,Software,13,364.5,4738.5,910.0,3828.5
SO-2025-00398,2025-03-31,2025-03,APAC,Singapore,Haruto Sato,Mechanical Keyboard,Accessories,7,106.6,746.2,434.0,312.2
SO-2025-00692,2025-03-31,2025-03,Europe,United Kingdom,Noah Muller,UltraWide Monitor 34,Hardware,3,576.6,1729.8,1230.0,499.8
SO-2025-04046,2025-03-31,2025-03,Europe,United Kingdom,Emma Laurent,CRM Suite (annual),Software,8,882.0,7056.0,1120.0,5936.0
SO-2025-05493,2025-03-31,2025-03,Europe,Spain,Emma Laurent,Security Suite,Software,2,560.0,1120.0,220.0,900.0
SO-2025-02550,2025-03-31,2025-03,North America,Canada,Sofia Ramirez,Wireless Mouse,Accessories,5,59.8,299.0,120.0,179.0
SO-2025-04051,2025-03-31,2025-03,Europe,Germany,Oliver Smith,Laptop Pro 15,Hardware,2,1363.0,2726.0,1960.0,766.0
SO-2025-05918,2025-03-31,2025-03,Europe,United Kingdom,Noah Muller,Analytics Add-on,Software,25,441.0,11025.0,1750.0,9275.0
SO-2025-05031,2025-03-31,2025-03,North America,Mexico,Sofia Ramirez,Analytics Add-on,Software,14,409.5,5733.0,980.0,4753.0
SO-2025-03166,2025-03-31,2025-03,North America,Canada,Sofia Ramirez,Noise-Cancel Headset,Accessories,8,237.6,1900.8,944.0,956.8
SO-2025-05490,2025-03-31,2025-03,APAC,Japan,Haruto Sato,Mechanical Keyboard,Accessories,7,126.1,882.7,434.0,448.7
SO-2025-00403,2025-04-01,2025-04,LATAM,Brazil,Mateo Silva,USB-C Dock,Accessories,1,145.8,145.8,88.0,57.8
SO-2025-03360,2025-04-01,2025-04,Europe,Germany,Emma Laurent,CRM Suite (annual),Software,20,792.0,15840.0,2800.0,13040.0
SO-2025-01221,2025-04-01,2025-04,North America,United States,Liam Chen,Security Suite,Software,4,672.0,2688.0,440.0,2248.0
